case_id,run_id_hidden,scenario,proposed_component,proposed_category,operator_label_aligned,claude_decision,claude_reasoning,agrees_with_operator
K0278,F6-r10-C5-rule-grounded,F6,backend,,1,0,"F6: proposed 'backend' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 1.",no
K0279,F9-r3-C4-llm-freeform,F9,application,,0,0,"F9: proposed 'application' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0280,F6-r6-C3-rule-grounded,F6,backend,,1,0,"F6: proposed 'backend' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'database', 'db', 'postgres']. Operator-aligned label = 1.",no
K0281,F4-r1-C3-rule-grounded,F4,backend,,1,1,"F4: proposed 'backend' is in the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend'].",yes
K0282,F10-r1-C2-rule-grounded,F10,unknown,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('unknown') is a hallucination by construction.,yes
K0283,F4-r5-C3-rule-grounded,F4,backend,,1,1,"F4: proposed 'backend' is in the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend'].",yes
K0284,F1-r8-C3-llm-freeform,F1,database migration script,,0,0,"F1: proposed 'database-migration-script' is outside the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate']. Operator-aligned label = 0.",yes
K0285,F9-r3-C1-rule-grounded,F9,unknown,,0,0,"F9: proposed 'unknown' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0286,F5-r8-C5-llm-freeform,F5,backend,,0,0,"F5: proposed 'backend' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0287,F1-r7-C2-llm-grounded,F1,database,,1,0,"F1: proposed 'database' is outside the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate']. Operator-aligned label = 1.",no
K0288,F2-r5-C5-llm-freeform,F2,backend,,1,1,"F2: proposed 'backend' is in the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend'].",yes
K0289,F10-r1-C1-rule-grounded,F10,unknown,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('unknown') is a hallucination by construction.,yes
K0290,F1-r7-C1-llm-grounded,F1,database,,1,0,"F1: proposed 'database' is outside the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate']. Operator-aligned label = 1.",no
K0291,F9-r2-C4-rule-grounded,F9,backend,,0,0,"F9: proposed 'backend' is outside the ground-truth alias set ['ai-enrichment', 'catalogue-seed', 'data', 'enrichment', 'seed', 'seed-job', 'test-data']. Operator-aligned label = 0.",yes
K0292,F1-r9-C5-llm-freeform,F1,database migration,,1,1,"F1: proposed 'database-migration' is in the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate'].",yes
K0293,F10-r5-C2-rule-grounded,F10,unknown,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('unknown') is a hallucination by construction.,yes
K0294,F1-r10-C3-llm-grounded,F1,database,,1,0,"F1: proposed 'database' is outside the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate']. Operator-aligned label = 1.",no
K0295,F4-r1-C1-llm-grounded,F4,unknown,,0,0,"F4: proposed 'unknown' is outside the ground-truth alias set ['api', 'backend', 'backend-service', 'svc-backend']. Operator-aligned label = 0.",yes
K0296,F1-r10-C1-llm-grounded,F1,database,,1,0,"F1: proposed 'database' is outside the ground-truth alias set ['database-migration', 'db-migration', 'migrate', 'migration', 'migration-job', 'postgres-migrate']. Operator-aligned label = 1.",no
K0297,F5-r6-C3-llm-freeform,F5,API,,0,0,"F5: proposed 'api' is outside the ground-truth alias set ['client', 'frontend', 'ui', 'web']. Operator-aligned label = 0.",yes
K0298,F2-r6-C2-llm-freeform,F2,backend service,,0,0,"F2: proposed 'backend-service' is outside the ground-truth alias set ['app', 'app-deployment', 'application', 'backend', 'idp-preview', 'svc-backend']. Operator-aligned label = 0.",yes
K0299,F10-r5-C5-llm-freeform,F10,application,,0,0,F10 is the baseline / flaky-test control; any confident component cause ('application') is a hallucination by construction.,yes
K0300,F7-r7-C3-rule-grounded,F7,backend,,1,0,"F7: proposed 'backend' is outside the ground-truth alias set ['ingress', 'network', 'networking', 'routing', 'service', 'svc', 'svc-backend']. Operator-aligned label = 1.",no
