case_id,run_id_hidden,masked_evidence_text,proposed_component,proposed_category,proposed_cause,operator_label_aligned,correct_human,correct_proxy,proxy_reason,proxy_raw
K0170,F9-r6-C2-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0171,F8-r5-C4-llm-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9805"" (key diff.patch)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9805.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9805/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779526845901,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",application,,,1,,1,"The contract and e2e test failures indicate the application is returning HTTP 500 errors and timing out, not an infrastructure issue.","```json
{
  ""correct"": true,
  ""reason"": ""The contract and e2e test failures indicate the application is returning HTTP 500 errors and timing out, not an infrastructure issue.""
}
```"
K0172,F1-r3-C2-rule-grounded,"- type=JobLog resource=pod/postgres-migrate-4mq9j container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-c4dcf5875-nw8jh container/postgres msg='2026-05-22 18:44:50.012 UTC [58] LOG:  database system was shut down at 2026-05-22 18:44:49 UTC 2026-05-22 18:44:50.030 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:45:02.359 UTC [70] ERROR:…'",migration-job,,,1,,1,"The evidence clearly shows a SQL syntax error in the migration job logs, indicating the failure is in the migration-job component.","```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly shows a SQL syntax error in the migration job logs, indicating the failure is in the migration-job component.""
}
```"
K0173,F8-r4-C3-llm-freeform,"- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779526374969,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",API server,,,0,,1,The contract test failure with HTTP 500 indicates the API server is the failing component.,"```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure with HTTP 500 indicates the API server is the failing component.""
}
```"
K0174,F8-r5-C1-rule-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0175,F10-r4-C4-llm-freeform,"- type=ChangedFile resource=tests/e2e.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-10004"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-10004.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-10004/postgres-credentials'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779535464772,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'",e2e tests,,,0,,0,"The failing component is the backend service, not the e2e tests, as indicated by the contract test HTTP 500 error.","```json
{
  ""correct"": false,
  ""reason"": ""The failing component is the backend service, not the e2e tests, as indicated by the contract test HTTP 500 error.""
}
```"
K0176,F5-r2-C5-llm-freeform,"- type=ChangedFile resource=frontend.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9502"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9502.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9502/postgres-credentials'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",e2e testing framework,,,0,,0,"The failing component is the frontend code (catalog page), not the e2e testing framework itself.","```json
{
  ""correct"": false,
  ""reason"": ""The failing component is the frontend code (catalog page), not the e2e testing framework itself.""
}
```"
K0177,F3-r1-C4-llm-grounded,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9301"" (key diff.patch)'
- type=KubernetesEvent resource=Pod/postgres-migrate-4l66x msg='Pod/postgres-migrate-4l66x: Error: ImagePullBackOff'
- type=KubernetesEvent resource=Pod/postgres-migrate-4l66x msg='Pod/postgres-migrate-4l66x: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-4l66x msg='Pod/postgres-migrate-4l66x: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=PodLog resource=pod/postgres-79b964f5f-k2d2s container/postgres msg='2026-05-22 20:36:57.871 UTC [46] LOG:  database system was shut down at 2026-05-22 20:36:57 UTC 2026-05-22 20:36:57.884 UTC [43] LOG:  database system is ready to accept connections done 2026-05-22 20:36:58.483 UTC [1] L…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9301/postgres-migrate cannot start: ImagePullBackOff: Back-off pulling image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonex…'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",image registry,,,0,,1,The evidence shows an ImagePullBackOff error due to a missing image in the registry.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows an ImagePullBackOff error due to a missing image in the registry.""
}
```"
K0178,F1-r8-C1-llm-grounded,"- type=JobLog resource=pod/postgres-migrate-7mfxz container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=PodLog resource=pod/postgres-5f557cb4d6-2v4qc container/postgres msg='2026-05-22 18:10:58.979 UTC [58] LOG:  database system was shut down at 2026-05-22 18:10:58 UTC 2026-05-22 18:10:59.000 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:11:13.153 UTC [70] ERROR:…'",database,,,1,,0,"The evidence points to a syntax error in the migration job, not the database itself.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence points to a syntax error in the migration job, not the database itself.""
}
```"
K0179,F9-r3-C2-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0180,F6-r10-C3-llm-freeform,"- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779524824879,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,1,,1,"The evidence shows HTTP 500 errors and timeouts in e2e/contract tests, pointing to the application as the failing component.","```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows HTTP 500 errors and timeouts in e2e/contract tests, pointing to the application as the failing component.""
}
```"
K0181,F5-r8-C1-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component identification based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component identification based on the evidence.""
}
```"
K0182,F9-r7-C3-llm-grounded,"- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779533402993,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,,1,"The evidence points to failures in application-specific endpoints and UI flows, not infrastructure or external dependencies.","```json
{
  ""correct"": true,
  ""reason"": ""The evidence points to failures in application-specific endpoints and UI flows, not infrastructure or external dependencies.""
}
```"
K0183,F4-r1-C4-llm-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9401"" (key diff.patch)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9401.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9401/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=False reason=AIEnrichmentFailed message=AI enrichment seed=Succeeded, tests=Failed (AI job preview-pr-9401/ai-tests failed: Job has reached the specified backoff limit)'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779483686977,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",application,,,1,,1,"The failing tests (contract and e2e) indicate the application is not handling requests correctly, supported by HTTP 500 errors and timeouts.","```json
{
  ""correct"": true,
  ""reason"": ""The failing tests (contract and e2e) indicate the application is not handling requests correctly, supported by HTTP 500 errors and timeouts.""
}
```"
K0184,F3-r5-C1-llm-grounded,- type=PodLog resource=pod/postgres-8697958b79-l8fq5 container/postgres msg='2026-05-22 20:45:03.617 UTC [44] LOG:  database system was shut down at 2026-05-22 20:45:03 UTC 2026-05-22 20:45:03.647 UTC [41] LOG:  database system is ready to accept connections done 2026-05-22 20:45:04.267 UTC [1] L…',database,,,0,,1,"The log evidence shows the database system is operational, confirming the database component is not failing.","```json
{
  ""correct"": true,
  ""reason"": ""The log evidence shows the database system is operational, confirming the database component is not failing.""
}
```"
K0185,F5-r2-C5-rule-grounded,"- type=ChangedFile resource=frontend.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9502"" (key diff.patch)'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9502.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9502/postgres-credentials'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",backend,,,0,,0,"The failing tests are frontend-related (e.g., catalog_page_loads, product_detail_panel) indicating a frontend issue, not the backend.","```json
{
  ""correct"": false,
  ""reason"": ""The failing tests are frontend-related (e.g., catalog_page_loads, product_detail_panel) indicating a frontend issue, not the backend.""
}
```"
K0186,F1-r6-C1-llm-freeform,"- type=JobLog resource=pod/postgres-migrate-wmb6w container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=PodLog resource=pod/postgres-5d9d6c4f7b-bthns container/postgres msg='2026-05-22 18:50:56.473 UTC [59] LOG:  database system was shut down at 2026-05-22 18:50:56 UTC 2026-05-22 18:50:56.486 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:51:07.132 UTC [71] ERROR:…'",database,,,1,,0,"The evidence points to a syntax error in the migration job, not the database itself.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence points to a syntax error in the migration job, not the database itself.""
}
```"
K0187,F8-r10-C1-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0188,F2-r4-C2-rule-grounded,"- type=JobLog resource=pod/postgres-migrate-w4j92 container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-8495cb7b49-6tjfm msg='Pod/svc-backend-8495cb7b49-6tjfm: Back-off restarting failed container backend in pod svc-backend-8495cb7b49-6tjfm_preview-pr-9204(4efdd066-0094-4b08-a794-ddced4c332fb)'
- type=PodLog resource=pod/postgres-55677d885f-5dbxb container/postgres msg='2026-05-22 19:25:10.910 UTC [45] LOG:  database system was shut down at 2026-05-22 19:25:10 UTC 2026-05-22 19:25:10.925 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 19:25:11.552 UTC [1] L…'
- type=PodLog resource=pod/svc-backend-8495cb7b49-6tjfm container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''",migration-job,,,0,,0,"The evidence points to a missing environment variable in the backend service, not the migration job.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence points to a missing environment variable in the backend service, not the migration job.""
}
```"
K0189,F8-r10-C5-llm-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9810"" (key diff.patch)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9810/postgres-credentials'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9810.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779528402797,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",API,,,1,,1,"The contract test failure shows an HTTP 500 error from the API endpoint, indicating the API is the failing component.","```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure shows an HTTP 500 error from the API endpoint, indicating the API is the failing component.""
}
```"
K0190,F6-r9-C3-rule-grounded,"- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779524441396,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",backend,,,1,,1,"The contract test failure with HTTP 500 indicates a backend issue, while other tests (smoke, regression) pass or fail due to timeouts (frontend/e2e).","```json
{
  ""correct"": true,
  ""reason"": ""The contract test failure with HTTP 500 indicates a backend issue, while other tests (smoke, regression) pass or fail due to timeouts (frontend/e2e).""
}
```"
K0191,F6-r2-C1-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0192,F1-r2-C4-llm-grounded,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9102"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-4xxw4 container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/base.py"", line 1967, in _exec_single_context File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.exe…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-7f766475c6-z7cnk container/postgres msg='2026-05-23 05:33:21.762 UTC [58] LOG:  database system was shut down at 2026-05-23 05:33:21 UTC 2026-05-23 05:33:21.776 UTC [1] LOG:  database system is ready to accept connections 2026-05-23 05:33:34.218 UTC [72] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9102/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,1,,1,The evidence clearly points to the database migration job failing due to an error in the migration script.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly points to the database migration job failing due to an error in the migration script.""
}
```"
